step,loss,acc,grad_norm,sharpness,lrs,eos_threshold
0,2.1984927654266357,0.10685726255178452,0.020709437678365163,0.03555441942871334,0.5,4.0
1,2.198000192642212,0.11123083531856537,0.02032206237852683,,0.5,4.0
2,2.19844126701355,0.11338497698307037,0.019750158445789444,,0.5,4.0
3,2.1984798908233643,0.11186552792787552,0.019552068059702537,,0.5,4.0
4,2.1978814601898193,0.11185654252767563,0.01970156159709738,,0.5,4.0
5,2.198054075241089,0.11246427148580551,0.019450474806160554,,0.5,4.0
6,2.1981208324432373,0.10914357006549835,0.019361441211192713,,0.5,4.0
7,2.198500633239746,0.10942677408456802,0.019607652166871305,,0.5,4.0
8,2.1982827186584473,0.11146074533462524,0.019522155828681848,,0.5,4.0
9,2.1982550621032715,0.10830295085906982,0.01869269639233907,,0.5,4.0
10,2.1975057125091553,0.11247774213552475,0.01889934951824684,,0.5,4.0
11,2.1977732181549072,0.11131848394870758,0.01869625216296213,,0.5,4.0
12,2.198174238204956,0.1110927164554596,0.018778549164750958,,0.5,4.0
13,2.1978368759155273,0.11203577369451523,0.018129412551493723,,0.5,4.0
14,2.198065757751465,0.11116620898246765,0.017959748744658673,,0.5,4.0
15,2.1976068019866943,0.1124013364315033,0.01764304240316914,,0.5,4.0
16,2.1973705291748047,0.11570966988801956,0.01761900452010787,,0.5,4.0
17,2.197655200958252,0.1085101068019867,0.01768451053345055,,0.5,4.0
18,2.197864055633545,0.11010770499706268,0.01720804095297975,,0.5,4.0
19,2.1972973346710205,0.11642136424779892,0.016773772198188867,,0.5,4.0
20,2.1972594261169434,0.11819988489151001,0.017035395919476722,,0.5,4.0
21,2.197197675704956,0.11541008204221725,0.016558814381252816,,0.5,4.0
22,2.197617292404175,0.10916687548160553,0.01660515997710295,,0.5,4.0
23,2.1972475051879883,0.11543718725442886,0.016765128200125913,,0.5,4.0
24,2.1973214149475098,0.11210855096578598,0.01672276676205058,,0.5,4.0
25,2.197446584701538,0.11072034388780594,0.016352993340564222,,0.5,4.0
26,2.1976699829101562,0.11280841380357742,0.016445372792363536,,0.5,4.0
27,2.197230339050293,0.11506951600313187,0.016370267057013204,,0.5,4.0
28,2.197495460510254,0.11040683090686798,0.01602475214069586,,0.5,4.0
29,2.1973209381103516,0.11193350702524185,0.015857267135929994,,0.5,4.0
30,2.197660446166992,0.11206753551959991,0.01628112187914459,,0.5,4.0
31,2.197416305541992,0.10816292464733124,0.01589529026693164,,0.5,4.0
32,2.197066068649292,0.11481112986803055,0.01608809657635318,,0.5,4.0
33,2.1969778537750244,0.11400529742240906,0.015659199287861022,,0.5,4.0
34,2.197288751602173,0.1139497309923172,0.015800860283505268,,0.5,4.0
35,2.1975109577178955,0.11245710402727127,0.016133018925442923,,0.5,4.0
36,2.197204113006592,0.11403508484363556,0.01608846700607324,,0.5,4.0
37,2.197274684906006,0.11354886740446091,0.015877449805117478,,0.5,4.0
38,2.197199821472168,0.11010276526212692,0.015904773594545625,,0.5,4.0
39,2.197472095489502,0.11163502186536789,0.01590904663965169,,0.5,4.0
40,2.1973042488098145,0.11489591002464294,0.015383248645318938,,0.5,4.0
41,2.1974568367004395,0.11537189036607742,0.01566863347141745,,0.5,4.0
42,2.1974356174468994,0.11294731497764587,0.015607624017290045,,0.5,4.0
43,2.1971640586853027,0.1163175106048584,0.01563726928316979,,0.5,4.0
44,2.1969568729400635,0.1118701621890068,0.016225613394043385,,0.5,4.0
45,2.197179079055786,0.11422065645456314,0.01640773111050766,,0.5,4.0
46,2.1972317695617676,0.11622997373342514,0.01527409421293459,,0.5,4.0
47,2.197204828262329,0.113315150141716,0.01546481966997341,,0.5,4.0
48,2.1970510482788086,0.11469712108373642,0.015448779440311332,,0.5,4.0
49,2.197096347808838,0.11409757286310196,0.01570691931702904,,0.5,4.0
50,2.19698166847229,0.11531144380569458,0.015408632851785247,0.027818429309552778,0.5,4.0
51,2.1970572471618652,0.11540054529905319,0.015544902294687508,,0.5,4.0
52,2.196925640106201,0.11479750275611877,0.015375749992898098,,0.5,4.0
53,2.196685314178467,0.11900319159030914,0.015389722347107575,,0.5,4.0
54,2.1971635818481445,0.11371071636676788,0.015677321641193544,,0.5,4.0
55,2.1970717906951904,0.11658245325088501,0.015713327799458335,,0.5,4.0
56,2.196852684020996,0.11665425449609756,0.01536166338931548,,0.5,4.0
57,2.196951150894165,0.11376427859067917,0.01550185515884078,,0.5,4.0
58,2.1968719959259033,0.11741828918457031,0.015515187428411932,,0.5,4.0
59,2.196901321411133,0.11440274864435196,0.015578478237662447,,0.5,4.0
60,2.1968705654144287,0.11266906559467316,0.015380914722070567,,0.5,4.0
61,2.1967780590057373,0.11443814635276794,0.015435187971999385,,0.5,4.0
62,2.1966552734375,0.11909684538841248,0.015803008777230954,,0.5,4.0
63,2.1968019008636475,0.11357524245977402,0.01570009471625921,,0.5,4.0
64,2.197087287902832,0.11462172120809555,0.01588152253876815,,0.5,4.0
65,2.1965928077697754,0.12041668593883514,0.015318555040660261,,0.5,4.0
66,2.19687819480896,0.11639642715454102,0.015510049799183488,,0.5,4.0
67,2.196854829788208,0.11831966042518616,0.016120009046176047,,0.5,4.0
68,2.1970348358154297,0.11329273879528046,0.015811218738959708,,0.5,4.0
69,2.196751594543457,0.1156819760799408,0.015822196661335525,,0.5,4.0
70,2.196789503097534,0.11677563190460205,0.015692971426833055,,0.5,4.0
71,2.1966559886932373,0.1131637841463089,0.015950867934113797,,0.5,4.0
